ticker,date,open,high,low,close,adj_close,volume
GLD,2023-07-26,167.24,169.95,164.09,166.31,166.31,14362806
GLD,2023-07-27,166.31,167.06,163.52,165.14,165.14,5219133
GLD,2023-07-29,165.14,168.13,165.12,165.21,165.21,14271106
GLD,2023-07-30,165.21,165.61,164.17,164.17,164.17,9096710
GLD,2023-08-01,164.17,165.43,162.25,162.25,162.25,5704919
GLD,2023-08-02,162.25,163.08,160.66,161.85,161.85,13816906
GLD,2023-08-03,161.85,163.34,161.35,162.76,162.76,8098068
GLD,2023-08-05,162.76,162.91,160.21,161.85,161.85,10355538
GLD,2023-08-06,161.85,163.87,159.82,159.82,159.82,8077958
GLD,2023-08-08,159.82,161.55,157.76,160.67,160.67,10056341
GLD,2023-08-09,160.67,161.97,160.36,160.36,160.36,6938630
GLD,2023-08-10,160.36,164.91,159.07,164.91,164.91,13379083
GLD,2023-08-12,164.91,165.86,161.71,165.6,165.6,6603654
GLD,2023-08-13,165.6,167.15,163.86,163.86,163.86,11939495
GLD,2023-08-15,163.86,164.32,162.35,163.25,163.25,10149333
GLD,2023-08-16,163.25,164.7,162.59,164.7,164.7,8542713
GLD,2023-08-17,164.7,165.18,160.92,164.39,164.39,7453523
GLD,2023-08-19,164.39,165.1,163.47,165.1,165.1,7342033
GLD,2023-08-20,165.1,168.36,162.62,166.72,166.72,10409050
GLD,2023-08-22,166.72,168.44,163.8,163.8,163.8,6716939
GLD,2023-08-23,163.8,163.8,159.75,159.75,159.75,10325040
GLD,2023-08-24,159.75,161.18,158.36,161.18,161.18,6172039
GLD,2023-08-26,161.18,161.8,159.66,159.84,159.84,8918593
GLD,2023-08-27,159.84,160.86,159.58,160.86,160.86,10078050
GLD,2023-08-29,160.86,160.94,156.88,160.44,160.44,11284264
GLD,2023-08-30,160.44,162.1,158.78,158.78,158.78,5099787
GLD,2023-08-31,158.78,161.42,158.22,159.23,159.23,13433261
GLD,2023-09-02,159.23,162.37,158.95,159.85,159.85,12915582
GLD,2023-09-03,159.85,160.16,157.89,157.89,157.89,8878260
GLD,2023-09-05,157.89,158.3,156.49,157.83,157.83,10417609
GLD,2023-09-06,157.83,158.14,156.04,156.95,156.95,9334722
GLD,2023-09-07,156.95,158.55,155.93,156.26,156.26,8505205
GLD,2023-09-09,156.26,156.53,155.36,155.36,155.36,12227377
GLD,2023-09-10,155.36,157.26,152.16,152.16,152.16,5083636
GLD,2023-09-12,152.16,153.79,151.87,153.12,153.12,13044946
GLD,2023-09-13,153.12,153.51,150.94,153.15,153.15,5664633
GLD,2023-09-14,153.15,155.25,152.13,153.84,153.84,13030020
GLD,2023-09-16,153.84,155.5,153.75,155.01,155.01,11711574
GLD,2023-09-17,155.01,157.1,154.37,157.1,157.1,13904095
GLD,2023-09-19,157.1,157.63,156.42,156.42,156.42,12587153
GLD,2023-09-20,156.42,158.96,156.14,158.96,158.96,11323913
GLD,2023-09-21,158.96,160.41,157.14,160.41,160.41,12163971
GLD,2023-09-23,160.41,161.4,158.76,159.16,159.16,7149126
GLD,2023-09-24,159.16,160.44,158.01,158.01,158.01,10070596
GLD,2023-09-26,158.01,160.28,156.68,156.68,156.68,12962414
GLD,2023-09-27,156.68,158.24,155.06,158.24,158.24,7640619
GLD,2023-09-28,158.24,159.07,156.48,158.53,158.53,6909265
GLD,2023-09-30,158.53,160.05,157.22,157.22,157.22,10953032
GLD,2023-10-01,157.22,159.05,156.4,158.51,158.51,12608513
GLD,2023-10-03,158.51,159.93,156.36,159.48,159.48,9323462
GLD,2023-10-04,159.48,161.84,159.34,160.04,160.04,8230273
GLD,2023-10-05,160.04,161.05,159.6,159.67,159.67,14961576
GLD,2023-10-07,159.67,160.21,158.96,160.21,160.21,5672559
GLD,2023-10-08,160.21,161.97,157.92,157.92,157.92,13066650
GLD,2023-10-10,157.92,158.28,156.43,156.43,156.43,12837382
GLD,2023-10-11,156.43,159.11,155.48,156.26,156.26,11543420
GLD,2023-10-12,156.26,158.22,155.69,157.21,157.21,10633953
GLD,2023-10-14,157.21,158.86,156.72,158.86,158.86,10869365
GLD,2023-10-15,158.86,159.11,158.34,159.11,159.11,12073970
GLD,2023-10-17,159.11,161.5,158.28,161.5,161.5,10968518
GLD,2023-10-18,161.5,164.7,160.54,162.09,162.09,10931582
GLD,2023-10-19,162.09,163.48,161.09,163.48,163.48,11747863
GLD,2023-10-21,163.48,165.76,160.44,161.87,161.87,11971358
GLD,2023-10-22,161.87,163.88,160.55,161.91,161.91,6562065
GLD,2023-10-24,161.91,164.49,161.05,163.83,163.83,9551719
GLD,2023-10-25,163.83,165.3,162.5,162.5,162.5,6697284
GLD,2023-10-26,162.5,164.92,161.86,164.92,164.92,14609201
GLD,2023-10-28,164.92,166.44,160.14,165.67,165.67,9018871
GLD,2023-10-29,165.67,167.47,165.07,166.08,166.08,10831908
GLD,2023-10-31,166.08,168.81,164.33,165.79,165.79,5519893
GLD,2023-11-01,165.79,166.5,165.49,165.71,165.71,13809730
GLD,2023-11-02,165.71,166.23,164.46,164.56,164.56,7112318
GLD,2023-11-04,164.56,165.81,163.16,165.57,165.57,14972378
GLD,2023-11-05,165.57,166.02,164.61,164.61,164.61,9650095
GLD,2023-11-07,164.61,164.92,163.84,163.84,163.84,5710348
GLD,2023-11-08,163.84,164.86,162.72,162.72,162.72,9691072
GLD,2023-11-09,162.72,163.16,161.99,161.99,161.99,14730767
GLD,2023-11-11,161.99,164.6,161.29,161.66,161.66,12982931
GLD,2023-11-12,161.66,163.25,159.85,159.85,159.85,7564630
GLD,2023-11-14,159.85,161.92,158.13,159.35,159.35,5625648
GLD,2023-11-15,159.35,160.28,158.73,160.28,160.28,13646589
GLD,2023-11-16,160.28,163.18,158.91,158.91,158.91,10634083
GLD,2023-11-18,158.91,159.36,158.4,158.4,158.4,6440787
GLD,2023-11-19,158.4,162.46,157.23,162.46,162.46,9878343
GLD,2023-11-21,162.46,163.74,161.06,162.37,162.37,5569787
GLD,2023-11-22,162.37,164.19,158.81,161.56,161.56,12250060
GLD,2023-11-23,161.56,164.39,160.82,164.39,164.39,8138754
GLD,2023-11-25,164.39,166.29,164.18,164.99,164.99,14894511
GLD,2023-11-26,164.99,166.31,164.59,164.59,164.59,12416414
GLD,2023-11-28,164.59,169.76,162.31,162.44,162.44,13382304
GLD,2023-11-29,162.44,163.93,159.82,163.93,163.93,9539899
GLD,2023-11-30,163.93,164.69,162.53,162.53,162.53,6964192
GLD,2023-12-02,162.53,165.49,159.12,165.49,165.49,7298267
GLD,2023-12-03,165.49,168.77,164.14,165.27,165.27,11616672
GLD,2023-12-05,165.27,166.99,164.35,165.64,165.64,7187098
GLD,2023-12-06,165.64,166.34,164.37,164.37,164.37,7857075
GLD,2023-12-07,164.37,164.71,162.47,162.68,162.68,8673907
GLD,2023-12-09,162.68,162.86,161.38,161.93,161.93,13451208
GLD,2023-12-10,161.93,162.67,160.24,161.15,161.15,7182075
GLD,2023-12-12,161.15,162.22,160.33,162.22,162.22,7632473
GLD,2023-12-13,162.22,164.1,161.24,163.07,163.07,9583235
GLD,2023-12-14,163.07,164.17,162.66,163.81,163.81,9861304
GLD,2023-12-16,163.81,164.84,162.39,162.39,162.39,9680690
GLD,2023-12-17,162.39,164.83,162.07,162.13,162.13,6544922
GLD,2023-12-19,162.13,162.9,157.96,157.96,157.96,13275530
GLD,2023-12-20,157.96,160.06,156.3,160.06,160.06,10105807
SPY,2023-01-03,400.0,402.44,397.06,402.44,402.44,57800932
SPY,2023-01-04,402.44,409.59,397.83,409.59,409.59,85403628
SPY,2023-01-05,409.59,412.1,407.43,407.6,407.6,65212112
SPY,2023-01-07,407.6,419.67,403.21,405.64,405.64,64561457
SPY,2023-01-08,405.64,407.09,401.18,401.18,401.18,72803499
SPY,2023-01-10,401.18,404.04,394.94,394.94,394.94,75711721
SPY,2023-01-11,394.94,395.44,389.79,392.69,392.69,53252579
SPY,2023-01-12,392.69,395.37,388.47,394.55,394.55,54883605
SPY,2023-01-14,394.55,402.84,392.05,392.05,392.05,51719426
SPY,2023-01-15,392.05,393.07,387.53,387.53,387.53,83126114
SPY,2023-01-17,387.53,396.14,381.7,388.64,388.64,98479231
SPY,2023-01-18,388.64,389.69,384.75,389.69,389.69,96093711
SPY,2023-01-19,389.69,391.02,383.16,389.36,389.36,91436875
SPY,2023-01-21,389.36,395.31,385.47,386.37,386.37,77134804
SPY,2023-01-22,386.37,388.06,383.4,387.97,387.97,50276105
SPY,2023-01-24,387.97,390.85,384.07,390.85,390.85,86450358
SPY,2023-01-25,390.85,392.22,387.32,387.32,387.32,66544901
SPY,2023-01-26,387.32,391.79,385.51,391.79,391.79,66259166
SPY,2023-01-28,391.79,397.81,391.47,395.58,395.58,55979712
SPY,2023-01-29,395.58,400.27,392.01,400.27,400.27,78063859
SPY,2023-01-31,400.27,407.37,388.38,400.3,400.3,51270956
SPY,2023-02-01,400.3,406.74,395.57,404.22,404.22,75428534
SPY,2023-02-02,404.22,405.86,397.45,403.41,403.41,61439908
SPY,2023-02-04,403.41,404.38,401.23,401.23,401.23,58061064
SPY,2023-02-05,401.23,405.58,398.82,405.58,405.58,94627949
SPY,2023-02-07,405.58,411.89,404.78,408.14,408.14,94804564
SPY,2023-02-08,408.14,409.65,405.08,405.08,405.08,90900738
SPY,2023-02-09,405.08,417.28,398.55,398.55,398.55,61105390
SPY,2023-02-11,398.55,402.18,397.19,397.19,397.19,75939531
SPY,2023-02-12,397.19,401.44,390.87,399.2,399.2,98589104
SPY,2023-02-14,399.2,399.32,390.71,390.71,390.71,52573937
SPY,2023-02-15,390.71,401.81,389.56,401.81,401.81,61978094
SPY,2023-02-16,401.81,407.13,396.6,401.84,401.84,61881877
SPY,2023-02-18,401.84,405.49,395.53,405.46,405.46,81615291
SPY,2023-02-19,405.46,415.53,400.9,408.35,408.35,52038757
SPY,2023-02-21,408.35,416.25,404.3,405.92,405.92,50829391
SPY,2023-02-22,405.92,406.24,398.98,398.98,398.98,84546886
SPY,2023-02-23,398.98,401.78,398.25,401.31,401.31,56876047
SPY,2023-02-25,401.31,402.77,397.61,397.94,397.94,90861110
SPY,2023-02-26,397.94,404.09,386.48,392.57,392.57,62092614
SPY,2023-02-28,392.57,396.05,387.07,393.91,393.91,86297783
SPY,2023-03-01,393.91,396.67,388.2,388.2,388.2,54206998
SPY,2023-03-02,388.2,391.35,379.99,389.68,389.68,82598062
SPY,2023-03-04,389.68,392.92,385.46,391.96,391.96,61862454
SPY,2023-03-05,391.96,397.29,387.68,397.29,397.29,82880644
SPY,2023-03-07,397.29,401.2,396.64,399.34,399.34,68385790
SPY,2023-03-08,399.34,403.04,395.51,395.51,395.51,94602327
SPY,2023-03-09,395.51,400.93,393.09,397.22,397.22,75131854
SPY,2023-03-11,397.22,409.48,394.41,396.22,396.22,64038618
SPY,2023-03-12,396.22,396.41,392.56,392.56,392.56,58855533
SPY,2023-03-14,392.56,395.74,390.45,391.75,391.75,98180998
SPY,2023-03-15,391.75,393.76,388.3,391.61,391.61,69254886
SPY,2023-03-16,391.61,395.42,389.82,389.82,389.82,96807738
SPY,2023-03-18,389.82,392.6,382.03,384.5,384.5,54858824
SPY,2023-03-19,384.5,389.48,382.94,384.93,384.93,84850787
SPY,2023-03-21,384.93,389.12,378.9,387.57,387.57,64679592
SPY,2023-03-22,387.57,390.01,385.3,390.01,390.01,89914758
SPY,2023-03-23,390.01,407.24,385.64,407.24,407.24,89789633
SPY,2023-03-25,407.24,410.74,403.67,405.97,405.97,78914007
SPY,2023-03-26,405.97,406.16,403.51,405.08,405.08,77132231
SPY,2023-03-28,405.08,412.49,402.91,408.42,408.42,56353025
SPY,2023-03-29,408.42,415.65,407.83,413.66,413.66,60791051
SPY,2023-03-30,413.66,414.68,410.43,410.43,410.43,77031756
SPY,2023-04-01,410.43,416.78,406.57,407.59,407.59,98792603
SPY,2023-04-02,407.59,408.46,398.43,398.43,398.43,71948571
SPY,2023-04-04,398.43,402.47,390.92,402.47,402.47,58664716
SPY,2023-04-05,402.47,405.45,394.41,400.49,400.49,83009868
SPY,2023-04-06,400.49,402.52,393.0,402.52,402.52,80586037
SPY,2023-04-08,402.52,404.73,395.78,395.78,395.78,50719674
SPY,2023-04-09,395.78,396.85,387.38,392.79,392.79,54891708
SPY,2023-04-11,392.79,397.36,378.54,378.54,378.54,69925236
SPY,2023-04-12,378.54,385.17,372.86,373.37,373.37,52265200
SPY,2023-04-13,373.37,379.65,368.44,379.65,379.65,82934681
SPY,2023-04-15,379.65,380.52,379.39,379.87,379.87,79288779
SPY,2023-04-16,379.87,382.73,373.04,380.54,380.54,72912644
SPY,2023-04-18,380.54,383.51,375.38,375.38,375.38,69305131
SPY,2023-04-19,375.38,378.03,374.5,376.76,376.76,92243765
SPY,2023-04-20,376.76,379.42,374.83,374.83,374.83,84836858
SPY,2023-04-22,374.83,378.83,371.38,378.83,378.83,64101728
SPY,2023-04-23,378.83,381.72,375.78,381.72,381.72,90341736
SPY,2023-04-25,381.72,382.23,376.19,381.81,381.81,67040177
SPY,2023-04-26,381.81,388.53,379.43,379.43,379.43,87727143
SPY,2023-04-27,379.43,385.23,376.5,385.23,385.23,69460083
SPY,2023-04-29,385.23,386.41,382.55,384.06,384.06,97503098
SPY,2023-04-30,384.06,386.65,380.49,384.66,384.66,64660538
SPY,2023-05-02,384.66,393.97,379.44,393.97,393.97,87618726
SPY,2023-05-03,393.97,396.95,393.92,396.95,396.95,52877938
SPY,2023-05-04,396.95,406.35,388.98,393.1,393.1,94385209
SPY,2023-05-06,393.1,394.53,389.6,389.6,389.6,80910903
SPY,2023-05-07,389.6,391.52,387.3,387.3,387.3,91093002
SPY,2023-05-09,387.3,388.32,380.94,385.42,385.42,90639978
SPY,2023-05-10,385.42,388.32,379.45,379.45,379.45,54175035
SPY,2023-05-11,379.45,385.8,375.76,380.97,380.97,55559874
SPY,2023-05-13,380.97,382.27,380.46,380.46,380.46,73433032
SPY,2023-05-14,380.46,384.03,378.22,382.03,382.03,98108627
SPY,2023-05-16,382.03,388.85,378.37,388.85,388.85,93429956
SPY,2023-05-17,388.85,390.03,388.42,390.03,390.03,98465126
SPY,2023-05-18,390.03,400.09,386.79,386.79,386.79,84787434
SPY,2023-05-20,386.79,396.42,382.97,396.42,396.42,52272319
SPY,2023-05-21,396.42,397.43,392.03,397.43,397.43,81006629
SPY,2023-05-23,397.43,400.13,387.86,393.84,393.84,79182805
SPY,2023-05-24,393.84,402.38,391.68,391.68,391.68,90689750
SPY,2023-05-25,391.68,393.86,385.81,387.87,387.87,96636424
SPY,2023-05-27,387.87,396.11,386.63,396.11,396.11,90527666
SPY,2023-05-28,396.11,402.19,388.61,388.61,388.61,70740975
SPY,2023-05-30,388.61,394.25,388.36,394.25,394.25,93236118
SPY,2023-05-31,394.25,394.46,392.23,394.46,394.46,72527206
SPY,2023-06-01,394.46,400.58,392.06,397.43,397.43,83585034
SPY,2023-06-03,397.43,403.19,390.71,390.71,390.71,76015385
SPY,2023-06-04,390.71,391.22,383.84,387.58,387.58,92609075
SPY,2023-06-06,387.58,396.82,386.48,396.82,396.82,56700761
SPY,2023-06-07,396.82,403.52,392.87,401.38,401.38,60648208
SPY,2023-06-08,401.38,409.38,395.99,406.39,406.39,95207934
SPY,2023-06-10,406.39,407.31,396.38,397.18,397.18,89182650
SPY,2023-06-11,397.18,404.71,389.51,404.71,404.71,72956787
SPY,2023-06-13,404.71,404.74,402.86,404.65,404.65,66437580
SPY,2023-06-14,404.65,407.72,398.85,398.85,398.85,59094004
SPY,2023-06-15,398.85,402.23,394.79,394.79,394.79,73698082
SPY,2023-06-17,394.79,397.05,390.57,390.57,390.57,58850524
SPY,2023-06-18,390.57,396.92,387.24,387.24,387.24,68213493
SPY,2023-06-20,387.24,396.05,384.17,396.05,396.05,93678931
SPY,2023-06-21,396.05,399.88,393.27,397.2,397.2,87412984
SPY,2023-06-22,397.2,399.8,395.0,395.0,395.0,80912738
SPY,2023-06-24,395.0,397.81,384.88,384.88,384.88,87373546
SPY,2023-06-25,384.88,387.58,371.44,387.58,387.58,55358600
SPY,2023-06-27,387.58,394.28,376.78,392.69,392.69,62123525
SPY,2023-06-28,392.69,399.02,389.5,389.5,389.5,55988106
SPY,2023-06-29,389.5,390.47,384.91,384.91,384.91,83955115
SPY,2023-07-01,384.91,391.37,384.58,385.06,385.06,79342055
SPY,2023-07-02,385.06,386.99,378.15,381.48,381.48,56379015
SPY,2023-07-04,381.48,387.47,377.48,377.88,377.88,67804836
SPY,2023-07-05,377.88,386.24,377.33,386.24,386.24,61861339
SPY,2023-07-06,386.24,388.37,383.57,383.57,383.57,58668679
SPY,2023-07-08,383.57,394.46,380.0,380.0,380.0,99118930
SPY,2023-07-09,380.0,383.91,377.51,379.15,379.15,58544379
SPY,2023-07-11,379.15,382.58,378.26,382.58,382.58,77838144
SPY,2023-07-12,382.58,384.94,375.52,375.52,375.52,66183961
SPY,2023-07-13,375.52,378.13,363.85,378.13,378.13,62120486
SPY,2023-07-15,378.13,382.0,375.39,379.42,379.42,57718135
SPY,2023-07-16,379.42,391.4,372.45,372.45,372.45,52591176
SPY,2023-07-18,372.45,374.08,368.2,369.0,369.0,62732032
SPY,2023-07-19,369.0,373.63,365.77,366.76,366.76,79781937
SPY,2023-07-20,366.76,370.07,356.66,356.66,356.66,91530970
SPY,2023-07-22,356.66,357.34,356.0,356.0,356.0,59061653
SPY,2023-07-23,356.0,356.63,351.29,356.52,356.52,56988618
SPY,2023-07-25,356.52,358.93,354.14,357.72,357.72,58182797
SPY,2023-07-26,357.72,359.49,356.55,359.49,359.49,67941524
SPY,2023-07-27,359.49,368.12,355.63,368.12,368.12,90829971
SPY,2023-07-29,368.12,372.33,359.79,359.79,359.79,87380469
SPY,2023-07-30,359.79,366.24,358.53,358.53,358.53,94978728
SPY,2023-08-01,358.53,367.52,357.57,362.07,362.07,55844902
SPY,2023-08-02,362.07,365.41,359.73,365.41,365.41,66745280
SPY,2023-08-03,365.41,367.13,362.79,366.98,366.98,94694629
SPY,2023-08-05,366.98,376.61,365.3,376.61,376.61,65586103
SPY,2023-08-06,376.61,380.33,376.3,380.33,380.33,88122934
SPY,2023-08-08,380.33,381.83,376.76,378.45,378.45,91062865
SPY,2023-08-09,378.45,382.65,376.55,377.48,377.48,61462569
SPY,2023-08-10,377.48,381.6,373.31,379.27,379.27,82057381
SPY,2023-08-12,379.27,387.34,375.94,381.23,381.23,59079885
SPY,2023-08-13,381.23,381.97,376.03,376.03,376.03,70042570
SPY,2023-08-15,376.03,379.0,374.84,379.0,379.0,75294433
SPY,2023-08-16,379.0,379.87,374.34,374.34,374.34,93606195
SPY,2023-08-17,374.34,377.42,372.3,374.99,374.99,85361931
SPY,2023-08-19,374.99,376.12,370.14,376.12,376.12,80335752
SPY,2023-08-20,376.12,383.09,371.9,383.09,383.09,99242059
SPY,2023-08-22,383.09,394.12,380.81,382.73,382.73,69950135
SPY,2023-08-23,382.73,384.58,378.33,382.22,382.22,76869780
SPY,2023-08-24,382.22,383.22,375.23,375.23,375.23,67347660
SPY,2023-08-26,375.23,382.33,373.98,373.98,373.98,57042851
SPY,2023-08-27,373.98,374.01,367.79,367.79,367.79,70946272
SPY,2023-08-29,367.79,370.69,360.08,367.0,367.0,50654722
SPY,2023-08-30,367.0,371.86,364.85,371.86,371.86,98053515
SPY,2023-08-31,371.86,376.53,361.01,370.9,370.9,53353823
SPY,2023-09-02,370.9,374.2,368.07,371.33,371.33,94902714
SPY,2023-09-03,371.33,373.63,369.09,369.09,369.09,78242056
SPY,2023-09-05,369.09,374.9,357.96,366.99,366.99,72038137
SPY,2023-09-06,366.99,375.62,365.57,372.35,372.35,93089281
SPY,2023-09-07,372.35,372.99,370.13,370.96,370.96,63537233
SPY,2023-09-09,370.96,378.33,366.47,366.47,366.47,51354799
SPY,2023-09-10,366.47,371.93,363.44,371.93,371.93,83594637
SPY,2023-09-12,371.93,373.99,366.77,369.89,369.89,54972069
SPY,2023-09-13,369.89,373.3,365.95,373.06,373.06,92784823
SPY,2023-09-14,373.06,377.96,368.48,371.71,371.71,64657386
SPY,2023-09-16,371.71,378.75,364.27,374.48,374.48,94633585
SPY,2023-09-17,374.48,378.94,371.49,372.44,372.44,79514747
SPY,2023-09-19,372.44,375.63,366.47,366.67,366.67,70470582
SPY,2023-09-20,366.67,373.72,358.19,358.19,358.19,88180289
SPY,2023-09-21,358.19,362.14,357.97,357.97,357.97,89992762
SPY,2023-09-23,357.97,358.2,356.66,356.66,356.66,81673910
SPY,2023-09-24,356.66,359.18,349.91,349.91,349.91,91746511
SPY,2023-09-26,349.91,351.29,347.77,350.15,350.15,50919533
SPY,2023-09-27,350.15,356.62,347.23,347.23,347.23,77708900
SPY,2023-09-28,347.23,351.45,346.22,351.45,351.45,80025843
SPY,2023-09-30,351.45,355.53,349.41,355.53,355.53,95720597
SPY,2023-10-01,355.53,360.69,348.28,348.28,348.28,58314168
SPY,2023-10-03,348.28,349.65,347.5,348.55,348.55,80157605
SPY,2023-10-04,348.55,354.11,344.9,346.3,346.3,85952295
SPY,2023-10-05,346.3,348.55,339.41,341.15,341.15,73802520
SPY,2023-10-07,341.15,343.23,337.83,343.23,343.23,51559156
SPY,2023-10-08,343.23,346.11,337.31,346.11,346.11,52571290
SPY,2023-10-10,346.11,356.33,341.6,356.33,356.33,55329912
SPY,2023-10-11,356.33,357.05,353.66,353.66,353.66,74774565
SPY,2023-10-12,353.66,360.92,350.82,351.31,351.31,89970793
SPY,2023-10-14,351.31,355.64,347.61,349.24,349.24,79511533
SPY,2023-10-15,349.24,350.22,346.52,346.52,346.52,59256646
SPY,2023-10-17,346.52,350.71,346.05,349.13,349.13,86611244
SPY,2023-10-18,349.13,353.41,345.83,351.51,351.51,62483400
SPY,2023-10-19,351.51,357.59,351.28,353.51,353.51,99383400
SPY,2023-10-21,353.51,355.4,352.42,355.4,355.4,95774414
SPY,2023-10-22,355.4,357.2,350.42,350.42,350.42,98552912
SPY,2023-10-24,350.42,353.13,350.31,350.43,350.43,65955023
SPY,2023-10-25,350.43,356.01,348.44,350.72,350.72,56028344
SPY,2023-10-26,350.72,352.62,345.72,351.77,351.77,53267817
SPY,2023-10-28,351.77,353.41,344.07,348.37,348.37,89536158
SPY,2023-10-29,348.37,354.23,347.31,352.61,352.61,61647973
SPY,2023-10-31,352.61,356.33,352.42,356.33,356.33,89939161
SPY,2023-11-01,356.33,362.03,347.04,354.41,354.41,93683855
SPY,2023-11-02,354.41,361.17,347.34,353.12,353.12,86879115
SPY,2023-11-04,353.12,354.25,347.74,351.61,351.61,64815406
SPY,2023-11-05,351.61,359.32,346.79,348.11,348.11,83982364
SPY,2023-11-07,348.11,352.16,347.92,352.16,352.16,80670569
SPY,2023-11-08,352.16,356.82,345.69,355.03,355.03,75634425
SPY,2023-11-09,355.03,357.16,352.52,352.63,352.63,88979223
SPY,2023-11-11,352.63,354.61,350.58,350.58,350.58,98455131
SPY,2023-11-12,350.58,356.39,347.27,356.39,356.39,90791656
SPY,2023-11-14,356.39,359.24,353.55,358.46,358.46,76848721
SPY,2023-11-15,358.46,365.76,355.97,364.92,364.92,94437403
SPY,2023-11-16,364.92,367.17,360.44,363.49,363.49,77542868
SPY,2023-11-18,363.49,366.78,357.81,362.94,362.94,86171005
SPY,2023-11-19,362.94,366.4,360.1,360.1,360.1,61009160
SPY,2023-11-21,360.1,361.02,358.16,358.16,358.16,74029328
SPY,2023-11-22,358.16,363.16,356.77,363.16,363.16,67390460
SPY,2023-11-23,363.16,370.76,360.75,366.14,366.14,89871301
SPY,2023-11-25,366.14,370.01,364.39,364.82,364.82,93364710
SPY,2023-11-26,364.82,368.39,360.41,368.39,368.39,80930568
SPY,2023-11-28,368.39,373.45,366.38,373.45,373.45,94043537
SPY,2023-11-29,373.45,374.07,368.34,372.92,372.92,58037994
SPY,2023-11-30,372.92,374.69,369.64,369.64,369.64,75373386
SPY,2023-12-02,369.64,370.62,363.94,370.62,370.62,81700285
SPY,2023-12-03,370.62,376.9,369.72,373.93,373.93,55349031
SPY,2023-12-05,373.93,380.62,373.53,375.17,375.17,81631094
SPY,2023-12-06,375.17,376.53,373.43,376.53,376.53,53391852
SPY,2023-12-07,376.53,381.3,375.96,381.3,381.3,67294152
SPY,2023-12-09,381.3,383.37,378.45,378.45,378.45,93576840
SPY,2023-12-10,378.45,380.07,371.73,376.23,376.23,84164768
SPY,2023-12-12,376.23,383.49,374.5,376.13,376.13,99856225
SPY,2023-12-13,376.13,385.51,370.13,370.13,370.13,84684111
SPY,2023-12-14,370.13,374.84,364.63,368.2,368.2,63662976
SPY,2023-12-16,368.2,371.09,360.49,371.09,371.09,69879719
SPY,2023-12-17,371.09,374.87,366.77,366.77,366.77,61497730
SPY,2023-12-19,366.77,372.77,361.74,361.74,361.74,98409671
SPY,2023-12-20,361.74,366.49,360.79,366.49,366.49,88829842
