country_eng,value_usd,value_baht,quantity,quantity_unit,year,month,hs_code,hs_description,data_type
Senegal,7281733.48,228334364.28,5389.27,KGM,2025,12,10,Cereals (Rice),export
Iran,21492472.21,661696611.92,18253.86,KGM,2025,12,10,Cereals (Rice),export
India,8663076.3,301405662.88,7313.61,KGM,2025,12,10,Cereals (Rice),export
Yemen,7011099.83,229161373.35,4924.23,KGM,2025,12,10,Cereals (Rice),export
China,125558962.56,4079805201.23,113535.52,KGM,2026,1,10,Cereals (Rice),export
Nigeria,38808943.31,1288982582.49,61460.04,KGM,2026,1,10,Cereals (Rice),export
Indonesia,44762379.67,1378822120.73,28928.16,KGM,2026,1,10,Cereals (Rice),export
South Africa,35166975.83,1197547048.93,29540.12,KGM,2026,1,10,Cereals (Rice),export
Iraq,31794068.88,929763497.35,21309.52,KGM,2026,1,10,Cereals (Rice),export
United States of America,26353208.11,819746644.41,19931.42,KGM,2026,1,10,Cereals (Rice),export
Japan,24020242.49,814897614.0,14391.32,KGM,2026,1,10,Cereals (Rice),export
Saudi Arabia,15244141.81,524413135.14,14425.78,KGM,2026,1,10,Cereals (Rice),export
Philippines,15432252.91,553660306.21,15368.77,KGM,2026,1,10,Cereals (Rice),export
Malaysia,13625679.93,471326756.78,11339.76,KGM,2026,1,10,Cereals (Rice),export
Hong Kong,18712842.0,602813544.18,14942.26,KGM,2026,1,10,Cereals (Rice),export
Singapore,8851303.14,323723587.32,7097.43,KGM,2026,1,10,Cereals (Rice),export
Cameroon,9159461.92,319619340.08,6889.38,KGM,2026,1,10,Cereals (Rice),export
Mozambique,7387482.86,244642316.71,6835.84,KGM,2026,1,10,Cereals (Rice),export
Senegal,7425224.86,234287812.01,5449.68,KGM,2026,1,10,Cereals (Rice),export
Iran,20357931.0,671721018.97,16077.31,KGM,2026,1,10,Cereals (Rice),export
India,7492522.72,248776377.96,6036.06,KGM,2026,1,10,Cereals (Rice),export
Yemen,7008034.41,230791635.52,5808.57,KGM,2026,1,10,Cereals (Rice),export
China,193136104.32,6263670492.36,125297.05,KGM,2026,2,10,Cereals (Rice),export
Nigeria,62334084.25,2052384469.86,55410.38,KGM,2026,2,10,Cereals (Rice),export
Indonesia,54946215.58,1789289258.94,43095.2,KGM,2026,2,10,Cereals (Rice),export
South Africa,41596143.04,1387839399.5,39226.85,KGM,2026,2,10,Cereals (Rice),export
Iraq,32448070.82,967881470.27,27693.85,KGM,2026,2,10,Cereals (Rice),export
United States of America,31278943.71,969268509.15,28570.43,KGM,2026,2,10,Cereals (Rice),export
Japan,26097500.29,903931495.89,23002.44,KGM,2026,2,10,Cereals (Rice),export
Saudi Arabia,23202551.01,783257712.72,12766.72,KGM,2026,2,10,Cereals (Rice),export
Philippines,15725747.17,538318798.28,13036.12,KGM,2026,2,10,Cereals (Rice),export
Malaysia,15671327.2,495313062.03,13417.73,KGM,2026,2,10,Cereals (Rice),export
Hong Kong,23601201.6,810322409.01,17815.27,KGM,2026,2,10,Cereals (Rice),export
Singapore,11008858.16,358071452.51,11261.51,KGM,2026,2,10,Cereals (Rice),export
Cameroon,9656353.78,327107223.62,8845.56,KGM,2026,2,10,Cereals (Rice),export
Mozambique,8472642.13,302655705.12,9232.48,KGM,2026,2,10,Cereals (Rice),export
Senegal,8725822.91,292268640.47,6922.37,KGM,2026,2,10,Cereals (Rice),export
Iran,2172707.12,72023746.93,2084.85,KGM,2026,2,10,Cereals (Rice),export
India,9692571.98,285233603.45,7922.56,KGM,2026,2,10,Cereals (Rice),export
Yemen,7325163.83,260752357.89,7310.54,KGM,2026,2,10,Cereals (Rice),export
China,156158758.53,5410522063.05,140966.66,KGM,2026,3,10,Cereals (Rice),export
Nigeria,65382076.97,2154294679.18,59653.52,KGM,2026,3,10,Cereals (Rice),export
Indonesia,64316835.43,2015891259.26,38903.95,KGM,2026,3,10,Cereals (Rice),export
South Africa,47265321.1,1555762345.68,37208.66,KGM,2026,3,10,Cereals (Rice),export
Iraq,42549224.79,1316721782.41,28591.53,KGM,2026,3,10,Cereals (Rice),export
United States of America,32760377.19,1067148950.24,26302.58,KGM,2026,3,10,Cereals (Rice),export
Japan,32384420.11,1094588859.64,25115.43,KGM,2026,3,10,Cereals (Rice),export
Saudi Arabia,23500377.07,745410393.48,17433.73,KGM,2026,3,10,Cereals (Rice),export
Philippines,18213961.58,599888063.0,15173.28,KGM,2026,3,10,Cereals (Rice),export
Malaysia,15251018.49,498835541.05,14074.6,KGM,2026,3,10,Cereals (Rice),export
Hong Kong,22076610.95,647044981.38,20955.55,KGM,2026,3,10,Cereals (Rice),export
Singapore,13264683.47,442481241.87,7920.05,KGM,2026,3,10,Cereals (Rice),export
Cameroon,12371127.73,385551312.7,7705.03,KGM,2026,3,10,Cereals (Rice),export
Mozambique,8588523.91,279030986.61,8339.61,KGM,2026,3,10,Cereals (Rice),export
Senegal,8939749.11,281956123.57,7031.95,KGM,2026,3,10,Cereals (Rice),export
Iran,3199022.3,99883088.22,2374.13,KGM,2026,3,10,Cereals (Rice),export
India,10689721.44,375304273.83,8233.65,KGM,2026,3,10,Cereals (Rice),export
Yemen,9850037.24,350275517.41,7245.13,KGM,2026,3,10,Cereals (Rice),export
Japan,100777983.64,3263609542.07,68450.95,KGM,2019,1,16,Prepared Meat/Fish (Canned Food),export
United States of America,56540798.13,2012906787.01,41567.46,KGM,2019,1,16,Prepared Meat/Fish (Canned Food),export
United Kingdom,26381189.99,897905294.0,25911.81,KGM,2019,1,16,Prepared Meat/Fish (Canned Food),export
Australia,24884177.32,762982607.67,24993.28,KGM,2019,1,16,Prepared Meat/Fish (Canned Food),export
Canada,18187232.61,626384472.9,13805.96,KGM,2019,1,16,Prepared Meat/Fish (Canned Food),export
Germany,15185229.93,529345258.36,9301.3,KGM,2019,1,16,Prepared Meat/Fish (Canned Food),export
Netherlands,13840809.47,449486949.85,9247.82,KGM,2019,1,16,Prepared Meat/Fish (Canned Food),export
Saudi Arabia,9570126.59,317969149.51,8619.6,KGM,2019,1,16,Prepared Meat/Fish (Canned Food),export
United Arab Emirates,8505510.5,260106076.3,6659.45,KGM,2019,1,16,Prepared Meat/Fish (Canned Food),export
Singapore,7580643.74,250514647.5,4511.85,KGM,2019,1,16,Prepared Meat/Fish (Canned Food),export
Malaysia,5412557.16,178564706.96,5312.0,KGM,2019,1,16,Prepared Meat/Fish (Canned Food),export
"Korea, Republic of",11443679.46,395623821.5,9710.57,KGM,2019,1,16,Prepared Meat/Fish (Canned Food),export
France,6152635.43,221595848.29,5825.69,KGM,2019,1,16,Prepared Meat/Fish (Canned Food),export
Libya,3710336.88,121997539.84,2640.7,KGM,2019,1,16,Prepared Meat/Fish (Canned Food),export
Egypt,4231186.99,145145184.04,3023.06,KGM,2019,1,16,Prepared Meat/Fish (Canned Food),export
Japan,89966996.75,2956323441.33,57110.41,KGM,2019,2,16,Prepared Meat/Fish (Canned Food),export
United States of America,53456705.99,1650623915.96,36620.67,KGM,2019,2,16,Prepared Meat/Fish (Canned Food),export
United Kingdom,24746447.17,799633691.89,22507.74,KGM,2019,2,16,Prepared Meat/Fish (Canned Food),export
Australia,22413679.84,764783949.15,18900.65,KGM,2019,2,16,Prepared Meat/Fish (Canned Food),export
Canada,18339982.67,598938547.21,15869.84,KGM,2019,2,16,Prepared Meat/Fish (Canned Food),export
Germany,16436956.02,530365077.39,11806.72,KGM,2019,2,16,Prepared Meat/Fish (Canned Food),export
Netherlands,12868513.56,418750726.03,8672.36,KGM,2019,2,16,Prepared Meat/Fish (Canned Food),export
Saudi Arabia,11081847.62,358882938.57,9123.9,KGM,2019,2,16,Prepared Meat/Fish (Canned Food),export
United Arab Emirates,10823806.86,329935707.06,6659.48,KGM,2019,2,16,Prepared Meat/Fish (Canned Food),export
Singapore,7942730.93,264870483.56,6079.51,KGM,2019,2,16,Prepared Meat/Fish (Canned Food),export
Malaysia,6078612.93,215356286.39,5340.73,KGM,2019,2,16,Prepared Meat/Fish (Canned Food),export
"Korea, Republic of",10839235.0,301547180.22,7000.57,KGM,2019,2,16,Prepared Meat/Fish (Canned Food),export
France,7355729.69,241638890.04,4996.25,KGM,2019,2,16,Prepared Meat/Fish (Canned Food),export
Libya,3255118.34,103682318.48,2533.82,KGM,2019,2,16,Prepared Meat/Fish (Canned Food),export
Egypt,3963177.97,134195051.74,3716.7,KGM,2019,2,16,Prepared Meat/Fish (Canned Food),export
Japan,83524106.18,2803794231.36,66225.78,KGM,2019,3,16,Prepared Meat/Fish (Canned Food),export
United States of America,69999181.65,2204668797.19,56972.49,KGM,2019,3,16,Prepared Meat/Fish (Canned Food),export
United Kingdom,34799486.2,1137792634.43,19933.47,KGM,2019,3,16,Prepared Meat/Fish (Canned Food),export
Australia,29057802.43,1050128214.88,16637.05,KGM,2019,3,16,Prepared Meat/Fish (Canned Food),export
Canada,22417417.55,707324618.72,17062.64,KGM,2019,3,16,Prepared Meat/Fish (Canned Food),export
Germany,15725502.59,492459959.54,13868.11,KGM,2019,3,16,Prepared Meat/Fish (Canned Food),export
Netherlands,13992824.22,430392791.57,12645.41,KGM,2019,3,16,Prepared Meat/Fish (Canned Food),export
Saudi Arabia,12269754.34,387530741.62,7499.56,KGM,2019,3,16,Prepared Meat/Fish (Canned Food),export
United Arab Emirates,9020637.02,288198675.63,8068.36,KGM,2019,3,16,Prepared Meat/Fish (Canned Food),export
Singapore,8016059.14,258149768.58,5811.04,KGM,2019,3,16,Prepared Meat/Fish (Canned Food),export
Malaysia,8016096.32,273659355.77,4913.24,KGM,2019,3,16,Prepared Meat/Fish (Canned Food),export
"Korea, Republic of",11873736.64,370148490.8,8843.87,KGM,2019,3,16,Prepared Meat/Fish (Canned Food),export
France,7009229.59,229726927.79,5771.96,KGM,2019,3,16,Prepared Meat/Fish (Canned Food),export
Libya,4197222.56,137039458.26,3052.58,KGM,2019,3,16,Prepared Meat/Fish (Canned Food),export
Egypt,4710104.64,159989086.38,4017.41,KGM,2019,3,16,Prepared Meat/Fish (Canned Food),export
Japan,84407738.34,2940858960.9,75746.24,KGM,2019,4,16,Prepared Meat/Fish (Canned Food),export
United States of America,56734682.97,1857705367.39,52732.76,KGM,2019,4,16,Prepared Meat/Fish (Canned Food),export
United Kingdom,30815526.41,1018615043.67,31122.03,KGM,2019,4,16,Prepared Meat/Fish (Canned Food),export
Australia,32902689.66,1108504243.95,22882.11,KGM,2019,4,16,Prepared Meat/Fish (Canned Food),export
Canada,19238172.75,646672348.59,15223.79,KGM,2019,4,16,Prepared Meat/Fish (Canned Food),export
Germany,17031905.85,571676216.64,14004.31,KGM,2019,4,16,Prepared Meat/Fish (Canned Food),export
Netherlands,12735461.24,436506842.85,10622.05,KGM,2019,4,16,Prepared Meat/Fish (Canned Food),export
Saudi Arabia,9850879.93,323425861.47,10144.11,KGM,2019,4,16,Prepared Meat/Fish (Canned Food),export
United Arab Emirates,10632590.23,340285732.24,8231.96,KGM,2019,4,16,Prepared Meat/Fish (Canned Food),export
Singapore,7587364.14,256984740.81,6123.47,KGM,2019,4,16,Prepared Meat/Fish (Canned Food),export
Malaysia,5657872.95,179215660.95,5991.05,KGM,2019,4,16,Prepared Meat/Fish (Canned Food),export
"Korea, Republic of",12483773.24,380836354.75,10205.13,KGM,2019,4,16,Prepared Meat/Fish (Canned Food),export
France,7981392.42,264438896.13,6655.3,KGM,2019,4,16,Prepared Meat/Fish (Canned Food),export
Libya,4033434.61,126637980.23,2788.08,KGM,2019,4,16,Prepared Meat/Fish (Canned Food),export
Egypt,4224756.81,138684586.74,4180.62,KGM,2019,4,16,Prepared Meat/Fish (Canned Food),export
Japan,99482467.61,3277907097.25,63627.26,KGM,2019,5,16,Prepared Meat/Fish (Canned Food),export
United States of America,70890913.81,2282466997.42,41545.56,KGM,2019,5,16,Prepared Meat/Fish (Canned Food),export
United Kingdom,28098836.23,889286359.87,25321.76,KGM,2019,5,16,Prepared Meat/Fish (Canned Food),export
Australia,30277650.76,1057818054.27,23807.2,KGM,2019,5,16,Prepared Meat/Fish (Canned Food),export
Canada,20720671.15,666448037.88,17343.64,KGM,2019,5,16,Prepared Meat/Fish (Canned Food),export
Germany,14828225.58,516984343.77,14668.95,KGM,2019,5,16,Prepared Meat/Fish (Canned Food),export
Netherlands,16058483.55,506466259.13,12188.97,KGM,2019,5,16,Prepared Meat/Fish (Canned Food),export
Saudi Arabia,13927035.22,501892995.71,10695.41,KGM,2019,5,16,Prepared Meat/Fish (Canned Food),export
United Arab Emirates,8845576.05,299189754.66,8828.06,KGM,2019,5,16,Prepared Meat/Fish (Canned Food),export
Singapore,8048310.67,270451550.12,7757.73,KGM,2019,5,16,Prepared Meat/Fish (Canned Food),export
Malaysia,6797330.23,214637337.57,5914.8,KGM,2019,5,16,Prepared Meat/Fish (Canned Food),export
"Korea, Republic of",11914355.36,410853570.52,10844.59,KGM,2019,5,16,Prepared Meat/Fish (Canned Food),export
France,8517676.94,285958965.05,6066.61,KGM,2019,5,16,Prepared Meat/Fish (Canned Food),export
Libya,4468083.18,148227400.31,2544.49,KGM,2019,5,16,Prepared Meat/Fish (Canned Food),export
Egypt,4904905.1,164699521.45,4457.78,KGM,2019,5,16,Prepared Meat/Fish (Canned Food),export
Japan,106940387.36,3529297735.62,76881.13,KGM,2019,6,16,Prepared Meat/Fish (Canned Food),export
United States of America,74417057.79,2475260498.86,53976.47,KGM,2019,6,16,Prepared Meat/Fish (Canned Food),export
United Kingdom,28777745.19,862814357.52,26976.29,KGM,2019,6,16,Prepared Meat/Fish (Canned Food),export
Australia,28214469.01,963539527.33,23981.4,KGM,2019,6,16,Prepared Meat/Fish (Canned Food),export
Canada,19126785.12,673315245.66,17762.32,KGM,2019,6,16,Prepared Meat/Fish (Canned Food),export
Germany,15910735.43,531971619.44,11075.21,KGM,2019,6,16,Prepared Meat/Fish (Canned Food),export
Netherlands,13476244.58,463380742.82,11037.05,KGM,2019,6,16,Prepared Meat/Fish (Canned Food),export
Saudi Arabia,15143046.58,482970364.81,8975.16,KGM,2019,6,16,Prepared Meat/Fish (Canned Food),export
United Arab Emirates,9751333.66,350072281.27,7623.59,KGM,2019,6,16,Prepared Meat/Fish (Canned Food),export
Singapore,8049017.34,285130533.15,6483.59,KGM,2019,6,16,Prepared Meat/Fish (Canned Food),export
Malaysia,8091157.38,256010940.7,6844.04,KGM,2019,6,16,Prepared Meat/Fish (Canned Food),export
"Korea, Republic of",12074020.9,412954362.81,8927.38,KGM,2019,6,16,Prepared Meat/Fish (Canned Food),export
France,9541456.73,309654982.75,6310.58,KGM,2019,6,16,Prepared Meat/Fish (Canned Food),export
Libya,4113791.72,131597181.31,2768.73,KGM,2019,6,16,Prepared Meat/Fish (Canned Food),export
Egypt,5494365.77,182080384.94,3651.4,KGM,2019,6,16,Prepared Meat/Fish (Canned Food),export
Japan,86919810.26,2794908086.62,78617.59,KGM,2019,7,16,Prepared Meat/Fish (Canned Food),export
United States of America,58522190.11,2005552004.64,58391.8,KGM,2019,7,16,Prepared Meat/Fish (Canned Food),export
United Kingdom,30101537.63,995351832.41,25974.88,KGM,2019,7,16,Prepared Meat/Fish (Canned Food),export
Australia,23873611.45,833891560.27,19421.47,KGM,2019,7,16,Prepared Meat/Fish (Canned Food),export
Canada,18614318.97,576706586.95,19183.03,KGM,2019,7,16,Prepared Meat/Fish (Canned Food),export
Germany,17764712.96,581685107.11,12835.25,KGM,2019,7,16,Prepared Meat/Fish (Canned Food),export
Netherlands,17783903.87,602735578.64,10193.97,KGM,2019,7,16,Prepared Meat/Fish (Canned Food),export
Saudi Arabia,13191862.08,414017406.79,14025.49,KGM,2019,7,16,Prepared Meat/Fish (Canned Food),export
United Arab Emirates,9374015.21,306526587.12,8783.29,KGM,2019,7,16,Prepared Meat/Fish (Canned Food),export
Singapore,7947457.54,259088286.7,7432.68,KGM,2019,7,16,Prepared Meat/Fish (Canned Food),export
Malaysia,6831105.7,229271936.08,6522.87,KGM,2019,7,16,Prepared Meat/Fish (Canned Food),export
"Korea, Republic of",12108941.76,382977251.74,9567.64,KGM,2019,7,16,Prepared Meat/Fish (Canned Food),export
France,8937580.71,284619323.67,6378.58,KGM,2019,7,16,Prepared Meat/Fish (Canned Food),export
Libya,3631018.68,117053605.01,3490.2,KGM,2019,7,16,Prepared Meat/Fish (Canned Food),export
Egypt,3993662.34,130391496.39,3422.43,KGM,2019,7,16,Prepared Meat/Fish (Canned Food),export
Japan,100882962.05,3271217392.28,79991.85,KGM,2019,8,16,Prepared Meat/Fish (Canned Food),export
United States of America,58532471.1,2035505634.81,49168.31,KGM,2019,8,16,Prepared Meat/Fish (Canned Food),export
United Kingdom,37891049.9,1278226298.17,29371.6,KGM,2019,8,16,Prepared Meat/Fish (Canned Food),export
Australia,32759704.21,1082688324.17,20800.96,KGM,2019,8,16,Prepared Meat/Fish (Canned Food),export
Canada,19054426.74,639315981.98,14894.66,KGM,2019,8,16,Prepared Meat/Fish (Canned Food),export
Germany,18791921.59,666615242.61,13413.87,KGM,2019,8,16,Prepared Meat/Fish (Canned Food),export
Netherlands,15777206.79,494929512.29,11207.87,KGM,2019,8,16,Prepared Meat/Fish (Canned Food),export
Saudi Arabia,14185844.29,482518315.69,10458.78,KGM,2019,8,16,Prepared Meat/Fish (Canned Food),export
United Arab Emirates,7562297.84,243750545.52,8481.93,KGM,2019,8,16,Prepared Meat/Fish (Canned Food),export
Singapore,7387023.07,255869638.78,6815.02,KGM,2019,8,16,Prepared Meat/Fish (Canned Food),export
Malaysia,9475661.35,302617375.19,6359.58,KGM,2019,8,16,Prepared Meat/Fish (Canned Food),export
"Korea, Republic of",11884265.46,374410085.14,11490.43,KGM,2019,8,16,Prepared Meat/Fish (Canned Food),export
France,9117583.5,303384418.87,7108.66,KGM,2019,8,16,Prepared Meat/Fish (Canned Food),export
Libya,3618682.44,111501605.48,3286.27,KGM,2019,8,16,Prepared Meat/Fish (Canned Food),export
Egypt,4847052.59,168903239.01,4573.43,KGM,2019,8,16,Prepared Meat/Fish (Canned Food),export
Japan,107246460.82,3794610256.29,78250.97,KGM,2019,9,16,Prepared Meat/Fish (Canned Food),export
United States of America,65914865.56,2244053435.4,48368.19,KGM,2019,9,16,Prepared Meat/Fish (Canned Food),export
United Kingdom,36602069.15,1213370958.09,26176.94,KGM,2019,9,16,Prepared Meat/Fish (Canned Food),export
Australia,31979114.97,1077325486.28,25098.82,KGM,2019,9,16,Prepared Meat/Fish (Canned Food),export
Canada,20768748.74,685915689.91,18605.11,KGM,2019,9,16,Prepared Meat/Fish (Canned Food),export
Germany,16674331.59,547804270.87,13586.91,KGM,2019,9,16,Prepared Meat/Fish (Canned Food),export
Netherlands,13473529.12,445938220.46,11637.37,KGM,2019,9,16,Prepared Meat/Fish (Canned Food),export
Saudi Arabia,11351824.27,415215306.88,9718.9,KGM,2019,9,16,Prepared Meat/Fish (Canned Food),export
United Arab Emirates,9314278.72,295722985.0,8013.12,KGM,2019,9,16,Prepared Meat/Fish (Canned Food),export
Singapore,8647738.75,282220124.16,6315.47,KGM,2019,9,16,Prepared Meat/Fish (Canned Food),export
Malaysia,7309144.21,242096804.25,7097.68,KGM,2019,9,16,Prepared Meat/Fish (Canned Food),export
"Korea, Republic of",11808598.39,372710068.37,11559.4,KGM,2019,9,16,Prepared Meat/Fish (Canned Food),export
France,7381429.83,264704692.33,6997.44,KGM,2019,9,16,Prepared Meat/Fish (Canned Food),export
Libya,3575396.94,122023966.07,2940.99,KGM,2019,9,16,Prepared Meat/Fish (Canned Food),export
Egypt,4912781.27,155950182.03,4508.42,KGM,2019,9,16,Prepared Meat/Fish (Canned Food),export
Japan,109533191.52,3418324495.14,104486.71,KGM,2019,10,16,Prepared Meat/Fish (Canned Food),export
United States of America,79371077.83,2441941186.44,62298.13,KGM,2019,10,16,Prepared Meat/Fish (Canned Food),export
United Kingdom,38012041.89,1259591386.2,29051.62,KGM,2019,10,16,Prepared Meat/Fish (Canned Food),export
Australia,32560030.33,1077904637.38,24140.49,KGM,2019,10,16,Prepared Meat/Fish (Canned Food),export
Canada,23043267.96,707641671.2,19611.49,KGM,2019,10,16,Prepared Meat/Fish (Canned Food),export
Germany,20323594.61,693897164.48,12403.66,KGM,2019,10,16,Prepared Meat/Fish (Canned Food),export
Netherlands,16328701.06,551783029.24,10967.55,KGM,2019,10,16,Prepared Meat/Fish (Canned Food),export
Saudi Arabia,12223701.04,390348585.39,12185.16,KGM,2019,10,16,Prepared Meat/Fish (Canned Food),export
United Arab Emirates,9185415.01,305616995.24,10230.29,KGM,2019,10,16,Prepared Meat/Fish (Canned Food),export
Singapore,9780472.01,295001376.42,6464.33,KGM,2019,10,16,Prepared Meat/Fish (Canned Food),export
Malaysia,9456913.96,319048169.68,6475.0,KGM,2019,10,16,Prepared Meat/Fish (Canned Food),export
"Korea, Republic of",14386404.3,479633286.63,10365.33,KGM,2019,10,16,Prepared Meat/Fish (Canned Food),export
France,10434557.33,359086007.3,7171.97,KGM,2019,10,16,Prepared Meat/Fish (Canned Food),export
Libya,3603938.86,110702166.7,4085.46,KGM,2019,10,16,Prepared Meat/Fish (Canned Food),export
Egypt,5945080.76,195332280.99,4522.5,KGM,2019,10,16,Prepared Meat/Fish (Canned Food),export
Japan,104944364.86,3333977078.01,82228.21,KGM,2019,11,16,Prepared Meat/Fish (Canned Food),export
United States of America,69211100.96,2419167453.69,71512.81,KGM,2019,11,16,Prepared Meat/Fish (Canned Food),export
United Kingdom,32255788.77,1069084854.81,29174.66,KGM,2019,11,16,Prepared Meat/Fish (Canned Food),export
Australia,30476742.77,1026116788.76,21757.09,KGM,2019,11,16,Prepared Meat/Fish (Canned Food),export
Canada,23951741.52,860665403.86,15898.8,KGM,2019,11,16,Prepared Meat/Fish (Canned Food),export
Germany,20355539.07,634124311.63,15063.02,KGM,2019,11,16,Prepared Meat/Fish (Canned Food),export
Netherlands,16538239.72,558491938.06,13150.41,KGM,2019,11,16,Prepared Meat/Fish (Canned Food),export
Saudi Arabia,15357365.16,553966881.16,10376.16,KGM,2019,11,16,Prepared Meat/Fish (Canned Food),export
United Arab Emirates,11030894.61,403720437.66,8184.42,KGM,2019,11,16,Prepared Meat/Fish (Canned Food),export
Singapore,9566404.51,316899823.82,6681.05,KGM,2019,11,16,Prepared Meat/Fish (Canned Food),export
Malaysia,8455010.25,280713626.94,6244.86,KGM,2019,11,16,Prepared Meat/Fish (Canned Food),export
"Korea, Republic of",12167205.23,403460011.04,8456.43,KGM,2019,11,16,Prepared Meat/Fish (Canned Food),export
France,8957024.58,287840392.97,7513.66,KGM,2019,11,16,Prepared Meat/Fish (Canned Food),export
Libya,3824588.52,132267468.28,3124.04,KGM,2019,11,16,Prepared Meat/Fish (Canned Food),export
Egypt,4946696.0,160922845.76,4015.07,KGM,2019,11,16,Prepared Meat/Fish (Canned Food),export
Japan,86302659.24,2735217334.77,67477.56,KGM,2019,12,16,Prepared Meat/Fish (Canned Food),export
United States of America,69924026.99,2438371870.82,53071.1,KGM,2019,12,16,Prepared Meat/Fish (Canned Food),export
United Kingdom,35111308.59,1176761896.24,17615.29,KGM,2019,12,16,Prepared Meat/Fish (Canned Food),export
Australia,25260420.67,805499070.21,24343.57,KGM,2019,12,16,Prepared Meat/Fish (Canned Food),export
Canada,17146212.97,558040435.18,12694.69,KGM,2019,12,16,Prepared Meat/Fish (Canned Food),export
Germany,16736249.4,522104498.32,12643.74,KGM,2019,12,16,Prepared Meat/Fish (Canned Food),export
Netherlands,16770669.54,572988627.2,11900.51,KGM,2019,12,16,Prepared Meat/Fish (Canned Food),export
Saudi Arabia,12977783.15,410524252.09,7389.2,KGM,2019,12,16,Prepared Meat/Fish (Canned Food),export
United Arab Emirates,9957170.45,324479090.77,6643.96,KGM,2019,12,16,Prepared Meat/Fish (Canned Food),export
Singapore,7607065.5,246916021.58,5193.16,KGM,2019,12,16,Prepared Meat/Fish (Canned Food),export
Malaysia,7531007.22,261096420.44,6003.19,KGM,2019,12,16,Prepared Meat/Fish (Canned Food),export
"Korea, Republic of",12661357.25,424029079.17,9648.08,KGM,2019,12,16,Prepared Meat/Fish (Canned Food),export
France,7860886.92,247264849.73,5671.83,KGM,2019,12,16,Prepared Meat/Fish (Canned Food),export
Libya,3568987.68,114265641.49,2946.69,KGM,2019,12,16,Prepared Meat/Fish (Canned Food),export
Egypt,4790362.6,160304623.37,3769.16,KGM,2019,12,16,Prepared Meat/Fish (Canned Food),export
Japan,93825162.71,3095023839.88,82916.0,KGM,2020,1,16,Prepared Meat/Fish (Canned Food),export
United States of America,66519907.03,2307871608.82,51338.02,KGM,2020,1,16,Prepared Meat/Fish (Canned Food),export
United Kingdom,35091668.27,1163487154.5,25843.23,KGM,2020,1,16,Prepared Meat/Fish (Canned Food),export
Australia,26693916.1,860727754.18,19956.09,KGM,2020,1,16,Prepared Meat/Fish (Canned Food),export
Canada,20586831.24,729230008.65,13359.73,KGM,2020,1,16,Prepared Meat/Fish (Canned Food),export
Germany,14877463.41,475488593.3,16236.03,KGM,2020,1,16,Prepared Meat/Fish (Canned Food),export
Netherlands,13936156.86,443314359.79,10417.56,KGM,2020,1,16,Prepared Meat/Fish (Canned Food),export
Saudi Arabia,12535285.8,400952250.57,7861.51,KGM,2020,1,16,Prepared Meat/Fish (Canned Food),export
United Arab Emirates,9595440.18,296615896.12,7899.42,KGM,2020,1,16,Prepared Meat/Fish (Canned Food),export
Singapore,7992693.27,252756256.08,6136.13,KGM,2020,1,16,Prepared Meat/Fish (Canned Food),export
Malaysia,6261718.33,222767934.85,4111.35,KGM,2020,1,16,Prepared Meat/Fish (Canned Food),export
"Korea, Republic of",12480471.33,426811670.35,7661.82,KGM,2020,1,16,Prepared Meat/Fish (Canned Food),export
France,7119755.12,229654035.55,6706.01,KGM,2020,1,16,Prepared Meat/Fish (Canned Food),export
Libya,3639439.94,116512909.99,2916.79,KGM,2020,1,16,Prepared Meat/Fish (Canned Food),export
Egypt,5166149.79,171334958.91,4016.52,KGM,2020,1,16,Prepared Meat/Fish (Canned Food),export
Japan,96520094.28,3007306675.42,56364.79,KGM,2020,2,16,Prepared Meat/Fish (Canned Food),export
United States of America,61136484.63,2043126985.51,50814.69,KGM,2020,2,16,Prepared Meat/Fish (Canned Food),export
United Kingdom,23689002.71,796540058.1,20370.43,KGM,2020,2,16,Prepared Meat/Fish (Canned Food),export
Australia,31731514.76,1122215369.03,23413.92,KGM,2020,2,16,Prepared Meat/Fish (Canned Food),export
Canada,18859228.35,593118427.86,15173.86,KGM,2020,2,16,Prepared Meat/Fish (Canned Food),export
Germany,15980533.68,543962960.99,11570.82,KGM,2020,2,16,Prepared Meat/Fish (Canned Food),export
Netherlands,13172798.85,432968924.9,10857.89,KGM,2020,2,16,Prepared Meat/Fish (Canned Food),export
Saudi Arabia,11189573.65,348003077.7,9805.68,KGM,2020,2,16,Prepared Meat/Fish (Canned Food),export
United Arab Emirates,7447946.42,261876211.99,7361.93,KGM,2020,2,16,Prepared Meat/Fish (Canned Food),export
Singapore,8530831.59,276362169.32,4979.09,KGM,2020,2,16,Prepared Meat/Fish (Canned Food),export
Malaysia,5594960.28,194057125.1,4905.92,KGM,2020,2,16,Prepared Meat/Fish (Canned Food),export
"Korea, Republic of",10929641.55,369614559.2,8362.21,KGM,2020,2,16,Prepared Meat/Fish (Canned Food),export
France,6715776.58,221694013.49,6952.39,KGM,2020,2,16,Prepared Meat/Fish (Canned Food),export
Libya,3501345.48,120477548.7,3123.85,KGM,2020,2,16,Prepared Meat/Fish (Canned Food),export
Egypt,5076138.16,175782018.77,3413.76,KGM,2020,2,16,Prepared Meat/Fish (Canned Food),export
Japan,74130266.72,2359920932.9,54402.71,KGM,2020,3,16,Prepared Meat/Fish (Canned Food),export
