country_eng,import_value_usd,import_value_baht,export_value_usd,export_value_baht,trade_value_usd,trade_balance_usd,year,month,data_type
Libya,31018047.21,1101593214.92,17651142.35,626873075.58,48669189.56,-13366904.85,2020,7,overview
Tanzania,31736341.1,1101440559.79,17530573.46,608415588.42,49266914.56,-14205767.64,2020,7,overview
Australia,423158702.8,14101737307.86,476357466.25,15874582772.76,899516169.05,53198763.44,2020,7,overview
New Zealand,31515932.63,1090200920.49,21013269.06,726892189.49,52529201.69,-10502663.57,2020,7,overview
Saudi Arabia,1106052430.11,39421679801.59,170561702.75,6079123058.86,1276614132.85,-935490727.36,2020,8,overview
United Arab Emirates,848698702.38,28579259068.48,120073997.4,4043397108.48,968772699.79,-728624704.98,2020,8,overview
Kuwait,495178794.08,16072417159.11,18277037.48,593232534.06,513455831.56,-476901756.59,2020,8,overview
Qatar,365414869.38,11520268187.83,19806093.52,624417691.25,385220962.9,-345608775.86,2020,8,overview
Iran,115611432.0,3849189814.17,31445162.4,1046941437.7,147056594.4,-84166269.59,2020,8,overview
Iraq,229639647.09,7666970624.0,17426936.67,581832506.69,247066583.76,-212212710.42,2020,8,overview
Bahrain,61578041.49,2031853333.35,20648033.19,681310643.5,82226074.68,-40930008.29,2020,8,overview
Oman,202177467.27,6925008283.48,18153860.4,621808331.88,220331327.68,-184023606.87,2020,8,overview
Israel,37948454.17,1342796884.95,34864155.81,1233659732.43,72812609.98,-3084298.36,2020,8,overview
Jordan,36987419.09,1146122067.67,22119119.94,685400931.01,59106539.03,-14868299.15,2020,8,overview
Lebanon,31499325.74,1063233805.17,19654812.69,663432019.33,51154138.43,-11844513.05,2020,8,overview
Turkey,40445357.86,1319973812.71,84061974.72,2743444764.66,124507332.58,43616616.86,2020,8,overview
Egypt,32459666.42,1024197967.4,21849236.41,689407686.2,54308902.83,-10610430.01,2020,8,overview
Yemen,39970379.44,1414386774.96,19439319.49,687877292.72,59409698.93,-20531059.95,2020,8,overview
Malaysia,745681504.3,24026533240.09,524636459.41,16904261750.21,1270317963.71,-221045044.89,2020,8,overview
Singapore,550382115.54,18226308146.18,445758663.32,14761625654.34,996140778.85,-104623452.22,2020,8,overview
Indonesia,471567617.81,15617312961.97,490707436.38,16251182899.75,962275054.19,19139818.57,2020,8,overview
Vietnam,293410026.65,9251340833.35,824839233.18,26007525939.31,1118249259.83,531429206.53,2020,8,overview
Philippines,192602874.46,5837631579.69,344134391.46,10430424763.67,536737265.92,151531517.01,2020,8,overview
Myanmar,157643409.92,5664110173.68,187635744.99,6741731434.84,345279154.91,29992335.07,2020,8,overview
Cambodia,33875584.67,1138244105.84,201747376.32,6778857521.92,235622960.99,167871791.64,2020,8,overview
Brunei Darussalam,35734125.48,1115156974.93,19768635.35,616920976.69,55502760.83,-15965490.13,2020,8,overview
China,3946810409.59,120283041241.9,2276775737.89,69387044615.33,6223586147.48,-1670034671.71,2020,8,overview
Japan,1947977290.87,61464904017.66,1555727904.93,49088183318.42,3503705195.8,-392249385.94,2020,8,overview
"Korea, Republic of",588715897.84,21339529019.03,312215650.51,11317063049.79,900931548.35,-276500247.33,2020,8,overview
Taiwan,542240645.47,18729251842.08,236018471.31,8152191145.09,778259116.78,-306222174.16,2020,8,overview
Hong Kong,230951996.16,7338655370.49,633147905.5,20118701523.15,864099901.66,402195909.33,2020,8,overview
India,391428457.95,12998787408.4,496137591.76,16476030164.92,887566049.7,104709133.81,2020,8,overview
Bangladesh,30901905.15,1016334016.4,18614300.32,612206480.95,49516205.47,-12287604.83,2020,8,overview
Pakistan,35149270.29,1086851222.49,23030879.99,712138256.81,58180150.29,-12118390.3,2020,8,overview
Sri Lanka,36793679.0,1339553896.36,22261575.14,810481053.58,59055254.15,-14532103.86,2020,8,overview
Germany,342192660.63,11584809519.72,275652150.13,9332104455.5,617844810.76,-66540510.51,2020,8,overview
United Kingdom,179581820.92,6043639971.85,230236739.71,7748378738.67,409818560.63,50654918.79,2020,8,overview
France,112797761.37,3743675002.72,139848575.22,4641471682.34,252646336.59,27050813.85,2020,8,overview
Netherlands,138935748.07,4444220992.26,270073406.81,8638999830.0,409009154.88,131137658.74,2020,8,overview
Italy,34223004.49,1086645691.47,23061133.35,732234985.41,57284137.84,-11161871.14,2020,8,overview
Spain,33807020.52,1158265769.12,19657906.09,673501520.3,53464926.62,-14149114.43,2020,8,overview
Belgium,35951220.48,1157692111.83,17834855.65,574313512.32,53786076.13,-18116364.83,2020,8,overview
Switzerland,269160697.21,9054233572.08,19768989.29,665004394.65,288929686.5,-249391707.92,2020,8,overview
Sweden,36546465.3,1264358278.38,17065618.7,590400633.75,53612083.99,-19480846.6,2020,8,overview
Poland,36077867.44,1214608217.96,22095150.07,743861895.5,58173017.51,-13982717.36,2020,8,overview
Russian Federation,230874296.41,8085065168.07,20634311.88,722599955.26,251508608.3,-210239984.53,2020,8,overview
United States of America,884179564.78,32191786151.06,2105179474.41,76646747051.08,2989359039.19,1220999909.62,2020,8,overview
Canada,37878478.62,1177473090.17,138699354.56,4311544802.36,176577833.18,100820875.94,2020,8,overview
Brazil,158593125.98,5268191149.87,101788438.91,3381237047.44,260381564.89,-56804687.07,2020,8,overview
Mexico,33625939.66,1189784618.45,100581139.1,3558856449.17,134207078.75,66955199.44,2020,8,overview
Argentina,37330673.29,1225668169.31,18076131.11,593488854.3,55406804.4,-19254542.19,2020,8,overview
Chile,33086029.49,1071311623.15,19274908.74,624113382.04,52360938.23,-13811120.76,2020,8,overview
South Africa,102036126.41,3347654087.74,107367091.95,3522555166.62,209403218.37,5330965.54,2020,8,overview
Nigeria,33777336.95,1218668011.26,60920387.31,2197974557.49,94697724.26,27143050.35,2020,8,overview
Kenya,38443535.27,1269721870.11,19293048.84,637215227.03,57736584.11,-19150486.43,2020,8,overview
Ghana,32048645.07,1148813585.43,22590363.6,809772661.06,54639008.68,-9458281.47,2020,8,overview
Morocco,35806630.34,1191033444.46,21520670.49,715840559.71,57327300.83,-14285959.85,2020,8,overview
Algeria,31581647.95,1048444136.31,19236519.88,638611908.53,50818167.83,-12345128.07,2020,8,overview
Libya,34077387.53,1119881801.4,19543921.11,642269937.92,53621308.64,-14533466.43,2020,8,overview
Tanzania,35134522.67,1103543469.02,19975036.55,627397768.66,55109559.22,-15159486.12,2020,8,overview
Australia,400018162.16,13787315319.83,475937382.1,16404002068.67,875955544.26,75919219.94,2020,8,overview
New Zealand,29406317.76,1031559632.38,21727640.99,762195305.76,51133958.75,-7678676.77,2020,8,overview
Saudi Arabia,1055355335.61,34254759531.19,133793215.49,4342664758.48,1189148551.11,-921562120.12,2020,9,overview
United Arab Emirates,860757429.09,27739778069.93,124257880.25,4004480130.08,985015309.34,-736499548.84,2020,9,overview
Kuwait,485556995.44,15349987989.39,21356803.09,675155901.34,506913798.53,-464200192.35,2020,9,overview
Qatar,314425239.95,10275358619.71,19747621.16,645348602.75,334172861.11,-294677618.79,2020,9,overview
Iran,112443115.37,3796894715.82,25879609.95,873883242.62,138322725.32,-86563505.42,2020,9,overview
Iraq,291416889.76,9595736657.24,21601071.53,711277215.68,313017961.29,-269815818.23,2020,9,overview
Bahrain,56834870.47,1976203085.38,19699512.01,684970971.01,76534382.47,-37135358.46,2020,9,overview
Oman,205444968.13,6795461475.31,20351487.54,673162019.0,225796455.67,-185093480.59,2020,9,overview
Israel,34602854.39,1158657954.38,36103285.53,1208899083.57,70706139.92,1500431.14,2020,9,overview
Jordan,35874064.55,1155130512.24,21089640.1,679077965.72,56963704.65,-14784424.44,2020,9,overview
Lebanon,39570848.63,1407458335.03,18855778.73,670663477.37,58426627.36,-20715069.89,2020,9,overview
Turkey,31009816.31,1045438465.28,83933722.95,2829669858.1,114943539.25,52923906.64,2020,9,overview
Egypt,33755613.42,1178721649.09,20966598.07,732138466.67,54722211.48,-12789015.35,2020,9,overview
Yemen,29656694.47,867757661.01,21093702.76,617203720.82,50750397.23,-8562991.7,2020,9,overview
Malaysia,665300454.13,21374325209.85,611227736.95,19637113345.71,1276528191.08,-54072717.19,2020,9,overview
Singapore,522632482.92,18868004472.38,432402111.25,15610520270.92,955034594.17,-90230371.67,2020,9,overview
Indonesia,430743997.59,15182066484.35,464315937.4,16365348027.56,895059934.98,33571939.81,2020,9,overview
Vietnam,414076135.59,12894919242.11,804413347.86,25050574680.33,1218489483.44,390337212.27,2020,9,overview
Philippines,252566475.96,8591912578.61,457294183.4,15556425814.72,709860659.36,204727707.44,2020,9,overview
Myanmar,168535158.13,5521120750.81,201985871.52,6616948054.01,370521029.65,33450713.39,2020,9,overview
Cambodia,37004175.16,1269950933.71,226320120.83,7767108643.91,263324295.99,189315945.67,2020,9,overview
Brunei Darussalam,32942847.39,1102587160.46,22511146.37,753441275.23,55453993.76,-10431701.03,2020,9,overview
China,3803149775.53,119162683327.72,2265722090.9,70991031108.89,6068871866.42,-1537427684.63,2020,9,overview
Japan,2156800741.86,66102083923.76,1553277828.32,47605186409.69,3710078570.19,-603522913.54,2020,9,overview
"Korea, Republic of",592798585.21,17926160086.4,405874960.26,12273611466.54,998673545.47,-186923624.94,2020,9,overview
Taiwan,503396638.05,16705024784.99,248701200.72,8253054168.73,752097838.77,-254695437.32,2020,9,overview
Hong Kong,214342432.18,7148144376.91,605682375.15,20199010620.89,820024807.33,391339942.97,2020,9,overview
India,372542419.59,12961454260.96,390262238.66,13577960227.26,762804658.26,17719819.07,2020,9,overview
Bangladesh,38813984.7,1294198447.41,20361932.02,678940361.49,59175916.72,-18452052.68,2020,9,overview
Pakistan,39148333.15,1344981164.52,20642060.01,709179157.19,59790393.16,-18506273.14,2020,9,overview
Sri Lanka,35192061.33,1178271690.39,22406490.62,750195714.0,57598551.95,-12785570.71,2020,9,overview
Germany,366096458.05,12238763398.58,242903578.65,8120372001.38,609000036.7,-123192879.4,2020,9,overview
United Kingdom,168253210.09,5346571582.62,224497826.55,7133853191.49,392751036.64,56244616.46,2020,9,overview
France,131899913.83,4616102417.57,158166902.72,5535368453.74,290066816.55,26266988.9,2020,9,overview
Netherlands,166353359.5,5507440814.67,213433308.14,7066111053.83,379786667.64,47079948.63,2020,9,overview
Italy,32319524.01,1022034151.67,19149533.99,605562065.71,51469057.99,-13169990.02,2020,9,overview
Spain,39624960.27,1371125422.04,19635341.4,679433255.81,59260301.68,-19989618.87,2020,9,overview
Belgium,37792284.65,1163278027.51,24015202.97,739207967.92,61807487.61,-13777081.68,2020,9,overview
Switzerland,317453029.31,10012446875.98,22137938.7,698229075.59,339590968.01,-295315090.61,2020,9,overview
Sweden,38954572.54,1272209033.19,20823436.17,680068137.42,59778008.71,-18131136.38,2020,9,overview
Poland,33673770.06,1214771763.59,19111549.69,689443768.44,52785319.75,-14562220.36,2020,9,overview
Russian Federation,216311815.5,6881668589.79,21546935.39,685486681.21,237858750.89,-194764880.1,2020,9,overview
United States of America,811221698.47,25128107789.82,2350226651.39,72799764525.25,3161448349.87,1539004952.92,2020,9,overview
Canada,34852523.49,1155955699.61,135555506.45,4495977467.05,170408029.94,100702982.96,2020,9,overview
Brazil,177667474.83,6047673568.23,104601218.2,3560550534.72,282268693.03,-73066256.63,2020,9,overview
Mexico,38168694.68,1243298180.71,93394523.86,3042211492.17,131563218.54,55225829.18,2020,9,overview
Argentina,39495696.09,1222024911.58,21729466.4,672325136.22,61225162.49,-17766229.69,2020,9,overview
Chile,37063668.03,1225710414.52,17068949.09,564477014.12,54132617.12,-19994718.94,2020,9,overview
South Africa,124569480.23,3954896065.37,112442436.24,3569880422.04,237011916.47,-12127043.99,2020,9,overview
Nigeria,38253461.89,1226056636.74,71101260.97,2278857091.17,109354722.86,32847799.08,2020,9,overview
Kenya,37770136.24,1233045568.1,19249154.78,628408773.65,57019291.02,-18520981.46,2020,9,overview
Ghana,38196231.59,1275762828.31,20961978.13,700134840.51,59158209.72,-17234253.45,2020,9,overview
Morocco,35071971.35,1150865730.92,20878456.64,685114048.16,55950427.99,-14193514.7,2020,9,overview
Algeria,37370311.38,1222986286.38,19471977.02,637242773.42,56842288.4,-17898334.36,2020,9,overview
Libya,33194961.73,1055052023.03,20221333.9,642704739.96,53416295.63,-12973627.82,2020,9,overview
Tanzania,32837090.04,1094102604.01,20697738.05,689630203.78,53534828.08,-12139351.99,2020,9,overview
Australia,459693694.22,15451260890.13,522099507.86,17548850045.16,981793202.08,62405813.64,2020,9,overview
New Zealand,37638500.2,1195455957.09,20999659.31,666981088.15,58638159.51,-16638840.89,2020,9,overview
Saudi Arabia,1125692155.01,37159962231.3,178875870.82,5904829818.73,1304568025.83,-946816284.2,2020,10,overview
United Arab Emirates,741376144.18,26925889354.28,140835286.58,5114968121.53,882211430.76,-600540857.6,2020,10,overview
Kuwait,432143754.16,14502754259.52,19642630.55,659207130.04,451786384.71,-412501123.6,2020,10,overview
Qatar,380066387.24,11825080670.31,22847697.9,710864943.17,402914085.13,-357218689.34,2020,10,overview
Iran,117748699.14,3860600717.02,29123571.0,954868120.92,146872270.15,-88625128.14,2020,10,overview
Iraq,266592774.42,9146391021.83,22575252.75,774522451.15,289168027.17,-244017521.67,2020,10,overview
Bahrain,53902956.02,1773567188.12,22226015.95,731301871.41,76128971.97,-31676940.07,2020,10,overview
Oman,223777042.35,7334210999.92,20979636.5,687599939.54,244756678.85,-202797405.85,2020,10,overview
Israel,40615081.12,1272091991.71,41435616.42,1297791716.09,82050697.54,820535.3,2020,10,overview
Jordan,35912633.04,1251333399.37,21155670.0,737144403.66,57068303.04,-14756963.03,2020,10,overview
Lebanon,38869020.07,1427573007.56,19438296.83,713925584.45,58307316.91,-19430723.24,2020,10,overview
Turkey,37865429.48,1240942074.64,91942467.94,3013177942.91,129807897.42,54077038.46,2020,10,overview
Egypt,38662156.86,1346498229.05,22258237.15,775194126.02,60920394.01,-16403919.72,2020,10,overview
Yemen,40216577.34,1308139487.41,22312847.91,725778257.7,62529425.26,-17903729.43,2020,10,overview
Malaysia,707679450.82,24343955219.83,570999703.78,19642214004.06,1278679154.6,-136679747.04,2020,10,overview
Singapore,582709141.01,20499081237.35,490421662.08,17252506926.55,1073130803.09,-92287478.93,2020,10,overview
Indonesia,481065558.76,15773869029.83,486525352.84,15952892606.16,967590911.6,5459794.08,2020,10,overview
Vietnam,379925022.19,13308129181.4,799288299.23,27997713543.81,1179213321.42,419363277.04,2020,10,overview
Philippines,230027711.63,7095466010.91,418466426.89,12908072195.8,648494138.52,188438715.27,2020,10,overview
Myanmar,165883819.81,4943521390.89,213263920.35,6355500815.92,379147740.16,47380100.54,2020,10,overview
Cambodia,40083887.61,1517761952.36,205936044.95,7797694092.8,246019932.56,165852157.34,2020,10,overview
Brunei Darussalam,43926202.77,1442558220.17,20554734.08,675027631.53,64480936.85,-23371468.68,2020,10,overview
China,4003329300.31,122273512329.75,2369941381.69,72385016324.36,6373270682.0,-1633387918.62,2020,10,overview
Japan,1906853749.17,64592966740.64,1585565817.88,53709625178.92,3492419567.05,-321287931.3,2020,10,overview
"Korea, Republic of",616862813.1,19246399644.04,377375344.16,11774281955.89,994238157.27,-239487468.94,2020,10,overview
Taiwan,422931471.83,13431333167.31,260040462.34,8258288444.62,682971934.17,-162891009.49,2020,10,overview
Hong Kong,186554145.59,6378242123.85,703318445.55,24046291341.29,889872591.14,516764299.96,2020,10,overview
India,403897226.96,13232059544.08,468849130.93,15359946054.7,872746357.89,64951903.98,2020,10,overview
Bangladesh,35980703.29,1148791138.61,18608148.59,594120577.09,54588851.88,-17372554.7,2020,10,overview
Pakistan,38626324.71,1284406014.39,21394252.81,711403613.83,60020577.52,-17232071.9,2020,10,overview
Sri Lanka,34127991.54,1014775434.69,20554643.82,611180051.26,54682635.37,-13573347.72,2020,10,overview
Germany,376094331.76,11579493839.31,309889226.28,9541117968.6,685983558.04,-66205105.47,2020,10,overview
United Kingdom,176709520.75,6163498016.98,249744221.66,8710894627.72,426453742.41,73034700.91,2020,10,overview
France,143001545.99,4296712437.8,131349407.34,3946605110.36,274350953.33,-11652138.66,2020,10,overview
Netherlands,149547355.47,4997280067.17,283090594.27,9459765968.76,432637949.74,133543238.81,2020,10,overview
Italy,37013911.64,1220843246.31,21394926.54,705676607.03,58408838.18,-15618985.09,2020,10,overview
Spain,34668274.17,1155793191.05,22231224.87,741158853.4,56899499.03,-12437049.3,2020,10,overview
Belgium,37132247.95,1297967451.97,19230004.25,672189834.75,56362252.2,-17902243.7,2020,10,overview
Switzerland,312414193.79,10779144851.04,19934896.29,687808489.43,332349090.08,-292479297.5,2020,10,overview
Sweden,35604005.87,1134359482.17,19552648.97,622956103.52,55156654.84,-16051356.89,2020,10,overview
Poland,31826302.24,962850118.53,21644315.62,654811598.8,53470617.86,-10181986.63,2020,10,overview
Russian Federation,200615665.31,6594416562.32,17394173.85,571762070.19,218009839.16,-183221491.47,2020,10,overview
United States of America,879218145.28,27639218953.7,2166653301.19,68111202333.48,3045871446.47,1287435155.91,2020,10,overview
Canada,33602685.79,1081138595.83,144215650.36,4640019154.61,177818336.16,110612964.57,2020,10,overview
Brazil,190092226.63,6324671408.52,96901870.21,3224079694.59,286994096.84,-93190356.41,2020,10,overview
Mexico,40946043.97,1325889379.5,109177881.27,3535330381.68,150123925.24,68231837.3,2020,10,overview
Argentina,37842955.03,1249264830.06,20455926.09,675287355.68,58298881.12,-17387028.94,2020,10,overview
Chile,36114107.37,1203254886.56,20583290.28,685796947.67,56697397.65,-15530817.1,2020,10,overview
South Africa,102399902.26,3165916841.91,114974427.54,3554685780.82,217374329.8,12574525.28,2020,10,overview
Nigeria,32332955.8,1074721382.53,75305368.4,2503089731.4,107638324.19,42972412.6,2020,10,overview
Kenya,34431635.11,1138036835.46,21714517.1,717709752.57,56146152.21,-12717118.02,2020,10,overview
Ghana,31240629.1,1068935549.99,21950392.26,751058967.05,53191021.36,-9290236.84,2020,10,overview
Morocco,34131805.76,1082498842.91,21558631.61,683737448.12,55690437.37,-12573174.15,2020,10,overview
Algeria,37369729.41,1132689215.99,18747557.96,568244861.9,56117287.36,-18622171.45,2020,10,overview
Libya,35944411.09,1164724022.34,20651045.88,669165761.65,56595456.97,-15293365.21,2020,10,overview
Tanzania,33567691.75,1121293232.69,20190228.42,674433221.87,53757920.18,-13377463.33,2020,10,overview
Australia,443361951.79,14185289034.12,564320565.86,18055338989.63,1007682517.64,120958614.07,2020,10,overview
New Zealand,40555784.02,1368000957.89,18894937.17,637351558.4,59450721.19,-21660846.85,2020,10,overview
Saudi Arabia,1195031095.62,39072992032.14,177156943.2,5792361265.98,1372188038.82,-1017874152.43,2020,11,overview
United Arab Emirates,836525138.21,25819798116.74,147787004.97,4561525360.61,984312143.18,-688738133.23,2020,11,overview
Kuwait,402826186.64,14041103174.42,19820169.65,690861359.52,422646356.29,-383006016.99,2020,11,overview
Qatar,374990141.47,12200131172.91,18885881.46,614443436.41,393876022.93,-356104260.01,2020,11,overview
Iran,103814255.93,3578304482.44,25745104.76,887390878.31,129559360.69,-78069151.17,2020,11,overview
Iraq,226796842.56,7766055622.48,23105950.41,791201914.67,249902792.97,-203690892.15,2020,11,overview
Bahrain,63310945.16,2075021857.33,19713093.96,646098407.49,83024039.12,-43597851.2,2020,11,overview
Oman,193324557.58,6522863807.75,19612010.38,661718688.4,212936567.96,-173712547.21,2020,11,overview
Israel,40166777.74,1303481871.68,37316118.56,1210973018.23,77482896.3,-2850659.17,2020,11,overview
Jordan,35952830.7,1218334431.76,18185366.02,616247932.39,54138196.72,-17767464.67,2020,11,overview
Lebanon,34285459.62,1108177229.4,20151259.22,651330530.9,54436718.84,-14134200.39,2020,11,overview
Turkey,34095200.59,1114114741.57,81838849.71,2674214180.56,115934050.29,47743649.12,2020,11,overview
Egypt,35310681.5,1182176440.47,19278248.4,645422011.23,54588929.91,-16032433.1,2020,11,overview
Yemen,41207784.89,1421428639.06,20700343.32,714041313.16,61908128.21,-20507441.57,2020,11,overview
Malaysia,646914970.78,20283338044.72,552789757.58,17332141049.51,1199704728.36,-94125213.2,2020,11,overview
Singapore,513493050.2,17863318693.83,417308264.66,14517256898.24,930801314.87,-96184785.54,2020,11,overview
Indonesia,548229818.52,16831175786.42,521730470.83,16017620660.34,1069960289.35,-26499347.69,2020,11,overview
Vietnam,358218687.6,11915537227.31,838613764.18,27895064865.4,1196832451.78,480395076.59,2020,11,overview
Philippines,186151138.65,6125095352.28,380263529.21,12512146808.69,566414667.85,194112390.56,2020,11,overview
Myanmar,189773632.2,6216379579.06,168746514.67,5527598200.53,358520146.87,-21027117.53,2020,11,overview
Cambodia,36809815.06,1252979836.24,218626595.54,7441893294.94,255436410.59,181816780.48,2020,11,overview
Brunei Darussalam,38089470.31,1147940334.07,19161187.43,577479805.41,57250657.74,-18928282.88,2020,11,overview
China,3524897333.29,123689288220.79,2211162244.01,77590085112.49,5736059577.31,-1313735089.28,2020,11,overview
Japan,2307724401.58,77469060772.8,1693950517.24,56865003237.05,4001674918.82,-613773884.34,2020,11,overview
"Korea, Republic of",556387394.23,19753757876.02,337637504.29,11987348345.26,894024898.52,-218749889.94,2020,11,overview
Taiwan,471087499.65,15318332331.37,269684020.96,8769303920.48,740771520.62,-201403478.69,2020,11,overview
Hong Kong,241513708.43,8182208222.71,605576968.63,20516255099.92,847090677.06,364063260.2,2020,11,overview
India,376730768.06,12555608092.34,423580894.8,14117019796.08,800311662.85,46850126.74,2020,11,overview
Bangladesh,39332376.8,1209528643.42,19087489.41,586968473.5,58419866.2,-20244887.39,2020,11,overview
Pakistan,36125930.36,1221868537.02,20328057.16,687545295.45,56453987.53,-15797873.2,2020,11,overview
Sri Lanka,39158046.27,1401202354.06,20373945.76,729046095.83,59531992.03,-18784100.52,2020,11,overview
Germany,370461853.18,11329704809.24,265385430.81,8116189470.07,635847283.99,-105076422.36,2020,11,overview
United Kingdom,178143044.48,6135327897.77,232404072.83,8004102522.02,410547117.3,54261028.35,2020,11,overview
France,150959355.95,5020663863.36,123598647.93,4110690995.58,274558003.88,-27360708.02,2020,11,overview
Netherlands,153393895.82,5266205098.8,268026581.17,9201689159.79,421420476.99,114632685.35,2020,11,overview
Italy,38608513.01,1296569152.86,20569652.83,690779708.22,59178165.84,-18038860.17,2020,11,overview
Spain,40031225.2,1300047705.05,18288560.46,593936381.66,58319785.66,-21742664.75,2020,11,overview
Belgium,34144025.17,1189759936.13,21092189.06,734964357.14,55236214.24,-13051836.11,2020,11,overview
Switzerland,277242100.77,8977561907.53,16556648.54,536131910.74,293798749.31,-260685452.24,2020,11,overview
Sweden,39052881.65,1313827954.91,21351726.49,718320747.71,60404608.15,-17701155.16,2020,11,overview
Poland,35578142.17,1201578513.49,18376581.36,620631207.03,53954723.53,-17201560.8,2020,11,overview
Russian Federation,203786097.92,6899333387.99,24048145.22,814168252.56,227834243.14,-179737952.7,2020,11,overview
United States of America,832867083.73,27368498507.6,2076798333.9,68244805458.68,2909665417.63,1243931250.17,2020,11,overview
Canada,35696031.47,1187950514.73,148668591.16,4947634852.31,184364622.63,112972559.69,2020,11,overview
Brazil,171316059.57,5666100929.27,117836123.55,3897307531.13,289152183.12,-53479936.02,2020,11,overview
Mexico,38631784.42,1295890592.9,97375787.24,3266438984.21,136007571.67,58744002.82,2020,11,overview
Argentina,37299119.7,1343622931.54,17376571.35,625954712.33,54675691.06,-19922548.35,2020,11,overview
Chile,40151001.66,1258597203.51,19820763.23,621313445.3,59971764.89,-20330238.43,2020,11,overview
South Africa,112215742.16,3762986973.81,123679408.93,4147403882.82,235895151.09,11463666.77,2020,11,overview
Nigeria,36951104.54,1299605765.99,85201283.47,2996610809.35,122152388.01,48250178.94,2020,11,overview
Kenya,38047346.88,1333325299.23,18752229.19,657150199.6,56799576.07,-19295117.69,2020,11,overview
Ghana,41169927.95,1289226369.68,25633373.31,802702906.41,66803301.26,-15536554.63,2020,11,overview
Morocco,37100476.22,1255098860.89,17061396.95,577182345.47,54161873.17,-20039079.26,2020,11,overview
Algeria,34797266.44,1107878067.22,23621277.18,752056054.51,58418543.62,-11175989.26,2020,11,overview
Libya,31475333.22,945417292.59,19699461.37,591708157.71,51174794.6,-11775871.85,2020,11,overview
Tanzania,38580134.36,1274791279.79,17089263.5,564675173.99,55669397.85,-21490870.86,2020,11,overview
Australia,364126241.76,12913761645.67,531911954.28,18864293220.96,896038196.04,167785712.52,2020,11,overview
New Zealand,37443347.65,1233877927.75,19057106.52,627992542.95,56500454.17,-18386241.12,2020,11,overview
Saudi Arabia,948965823.04,29370219352.66,153660806.45,4755757775.14,1102626629.48,-795305016.59,2020,12,overview
United Arab Emirates,794017071.92,25452354741.38,92823184.9,2975463266.26,886840256.82,-701193887.02,2020,12,overview
Kuwait,364233974.62,12032085550.61,18667710.75,616668154.09,382901685.37,-345566263.87,2020,12,overview
Qatar,280349025.34,9335067456.69,16367430.77,545003037.39,296716456.11,-263981594.57,2020,12,overview
Iran,94160606.29,3039386606.01,22592443.99,729255835.9,116753050.28,-71568162.31,2020,12,overview
Iraq,233420857.49,7672044796.59,17031651.78,559793999.55,250452509.27,-216389205.71,2020,12,overview
Bahrain,59311922.82,1792538923.3,15743877.5,475815179.83,75055800.32,-43568045.32,2020,12,overview
Oman,201400473.06,6550075828.09,16802876.75,546473973.9,218203349.81,-184597596.31,2020,12,overview
Israel,29612736.58,1048225939.05,34796440.16,1231717678.92,64409176.74,5183703.58,2020,12,overview
Jordan,33613591.81,1037841812.37,18993064.5,586423390.77,52606656.31,-14620527.31,2020,12,overview
Lebanon,28677777.92,911549806.14,13732033.59,436485441.64,42409811.51,-14945744.32,2020,12,overview
Turkey,34004191.84,1110839761.44,74009151.11,2417710973.8,108013342.95,40004959.27,2020,12,overview
Egypt,31530315.34,1050184574.3,16788318.09,559170832.84,48318633.43,-14741997.25,2020,12,overview
Yemen,33521990.02,1121292850.87,15470678.52,517486020.74,48992668.54,-18051311.5,2020,12,overview
Malaysia,678857348.46,23115806138.76,458066038.65,15597630005.86,1136923387.11,-220791309.82,2020,12,overview
Singapore,619185772.87,20798425699.23,381749055.0,12822935707.14,1000934827.87,-237436717.86,2020,12,overview
Indonesia,416103038.68,14018680909.13,450628260.06,15181849684.36,866731298.74,34525221.38,2020,12,overview
Vietnam,320790202.71,10685374941.13,652724202.9,21741944679.83,973514405.61,331934000.19,2020,12,overview
Philippines,211689229.94,7291208079.07,368103817.51,12678592712.99,579793047.46,156414587.57,2020,12,overview
Myanmar,154938766.1,5177883402.57,188334082.0,6293918184.02,343272848.1,33395315.91,2020,12,overview
Cambodia,29183778.65,919652511.48,182202457.56,5741646745.7,211386236.21,153018678.92,2020,12,overview
Brunei Darussalam,29987420.4,1002955256.82,18036611.26,603250090.56,48024031.66,-11950809.15,2020,12,overview
China,2858155550.96,96771457560.88,1926563537.52,65229606396.53,4784719088.47,-931592013.44,2020,12,overview
Japan,1788351893.51,58626901918.14,1246558157.63,40865471223.97,3034910051.13,-541793735.88,2020,12,overview
"Korea, Republic of",487356746.1,15817321589.68,298805297.43,9697823042.2,786162043.53,-188551448.67,2020,12,overview
Taiwan,371195398.14,12079281527.21,200847542.72,6535894638.63,572042940.86,-170347855.42,2020,12,overview
Hong Kong,199127314.99,7072606365.46,559169299.42,19860581892.35,758296614.41,360041984.42,2020,12,overview
India,294316862.82,9613425189.28,458061181.23,14961891261.5,752378044.05,163744318.42,2020,12,overview
Bangladesh,33758780.33,1171744758.53,17880929.83,620635153.24,51639710.16,-15877850.5,2020,12,overview
Pakistan,30607828.81,1075276178.68,16205920.93,569326260.85,46813749.73,-14401907.88,2020,12,overview
Sri Lanka,31299908.64,1090868418.27,18082423.21,630210926.09,49382331.85,-13217485.43,2020,12,overview
Germany,289789845.67,9306646641.43,248185743.49,7970524332.17,537975589.16,-41604102.18,2020,12,overview
